assignmentid	workerid	Answer.task	Answer.myanswersA	Answer.myanswersC
392CY0QWG1RTB1AWV0F9XADHRZN4IK	A347XXV5JH19PB	"n03110202::corner post,n03427202::gat,n04322026::stock,n02971579::car train,n02980441::castle,n02773037::bag,n04453666::top,n04555897::watch,n03365991::floor,n03109881::corner"	::0::0::0::0::0::1::1::1::0::0	::1::1::1::1::1::1::1::1::0::1
3VNL7UK1XFJTIVNW9TAW2LCHR6CFT0	A2OXXHGAM7B0Y	"n02971579::car train,n04555897::watch,n02980441::castle,n03110202::corner post,n03109881::corner,n04453666::top,n03365991::floor,n03427202::gat,n02773037::bag,n04322026::stock"	::0::1::0::0::0::1::0::0::1::0	::1::1::1::1::1::1::1::1::1::1
3RRCEFRB7MCJOTWQPQNSBN94W944BC	A2C57JVPIOH7F2	"n03365991::floor,n03110202::corner post,n03427202::gat,n02773037::bag,n04322026::stock,n04555897::watch,n02971579::car train,n04453666::top,n02980441::castle,n03109881::corner"	::0::1::0::1::1::1::0::1::0::0	::1::1::1::1::1::1::1::1::1::1
3MB8LZR5BFTGF4751VZ2W7U55P7LK5	A2LKQQ3GNDQ017	"n02980441::castle,n04555897::watch,n03365991::floor,n02971579::car train,n03109881::corner,n04322026::stock,n04453666::top,n03110202::corner post,n02773037::bag,n03427202::gat"	::0::1::0::0::0::0::1::0::1::0	::1::1::0::0::1::1::1::0::1::1
3VZLGYJEYLA64TNGFF50UGD5G7GZXD	A22L4CUSXSK47B	"n03413828::game,n06277280::television,n04177041::set gun,n04548280::wall clock,n03894933::party line,n03028596::church bell,n04377057::system,n04398951::tea table,n04102872::roll film,n03501614::head"	::1::1::1::1::1::0::1::1::1::0	::0::1::0::1::0::1::0::1::1::0
31UV0MXWNQCB7KEW95YJ22JVRV8I5T	A757KD6CSFAKF	"n04102872::roll film,n03413828::game,n04548280::wall clock,n04398951::tea table,n04177041::set gun,n03028596::church bell,n03894933::party line,n03501614::head,n06277280::television,n04377057::system"	::1::1::1::1::0::0::0::1::1::1	::0::1::1::1::1::1::1::1::1::1
3B3WTRP3DB2QXM26NSQ8R2HGOVX29W	AWY5WM7BEBZD8	"n04398951::tea table,n03413828::game,n04377057::system,n06277280::television,n03894933::party line,n04548280::wall clock,n04177041::set gun,n03028596::church bell,n03501614::head,n04102872::roll film"	::1::1::0::1::0::1::0::0::1::1	::1::1::0::1::0::1::1::1::0::1
3IRIK4HM3AKGDLSAMEC2J5Z0AL26CY	A2C57JVPIOH7F2	"n03894933::party line,n03028596::church bell,n03413828::game,n04102872::roll film,n04377057::system,n03501614::head,n04548280::wall clock,n04177041::set gun,n06277280::television,n04398951::tea table"	::1::1::1::1::1::1::1::1::1::1	::1::1::1::1::1::1::1::1::1::1
3RXCAC0YIRPGYBR3HF5JTAG6E8LG85	A1DLTQZ0A87CQ6	"n04102872::roll film,n03413828::game,n06277280::television,n04548280::wall clock,n04177041::set gun,n03894933::party line,n04398951::tea table,n04377057::system,n03028596::church bell,n03501614::head"	::0::0::1::1::1::0::1::0::0::0	::1::0::1::1::1::0::1::0::1::0
3ZQIG0FLQEGA69DG4DKB7RM2JU8VWK	A1G187YBG0DVMQ	"n03752398::metal wood,n03748162::mercantile establishment,n04391838::tape,n04452615::toolbox,n02803349::bass,n03442756::goal,n03574816::instrument,n04328580::storage cell,n04567746::weather ship,n03033986::circuit board"	::0::0::1::1::1::0::1::1::0::1	::0::0::1::1::1::0::1::1::1::1
3QAPZX2QN4D81SETNW7FYRGNLR120I	A7NNR8ZAMCKLU	"n03752398::metal wood,n02803349::bass,n04567746::weather ship,n04391838::tape,n03442756::goal,n03748162::mercantile establishment,n04452615::toolbox,n03033986::circuit board,n03574816::instrument,n04328580::storage cell"	::0::1::0::1::0::0::1::1::1::1	::0::1::1::1::1::1::1::1::1::1
3V0Z7YWSIY0OUTF9QTV4JK6DFNH2VD	AWY5WM7BEBZD8	"n04452615::toolbox,n04328580::storage cell,n03442756::goal,n04391838::tape,n03033986::circuit board,n03748162::mercantile establishment,n04567746::weather ship,n03574816::instrument,n02803349::bass,n03752398::metal wood"	::1::1::1::1::1::0::1::1::1::1	::1::1::1::1::0::0::1::1::1::0
3VP0C6EFSGWTM741Z36GM14C4ZC6MM	A2SPF0XH4LNRK1	"n04567746::weather ship,n03033986::circuit board,n03574816::instrument,n04452615::toolbox,n04391838::tape,n03752398::metal wood,n03748162::mercantile establishment,n04328580::storage cell,n02803349::bass,n03442756::goal"	::0::1::1::1::1::1::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
3MTMREQS4VIQELAITITFB48PYKHWAU	A2C57JVPIOH7F2	"n04391838::tape,n03574816::instrument,n02803349::bass,n04328580::storage cell,n04567746::weather ship,n03033986::circuit board,n03752398::metal wood,n03442756::goal,n03748162::mercantile establishment,n04452615::toolbox"	::1::1::1::0::0::1::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
32M8BPYGATM9NH3GQ1HA6ZAKH4KGI7	A2SPF0XH4LNRK1	"n02909053::bubble,n03186818::dial,n03849814::opera,n04370048::sweater,n02912065::buffet,n03603594::junk,n04405540::television equipment,n06359657::portal site,n04463679::track,n03487886::hand pump"	::0::0::0::1::0::0::1::0::0::1	::1::1::1::1::1::0::0::1::1::1
3GU1KF0O4I15DMI9NAFGELKZN5PPBD	A36LOA6VLJU157	"n02909053::bubble,n04405540::television equipment,n04463679::track,n03487886::hand pump,n02912065::buffet,n04370048::sweater,n03186818::dial,n03849814::opera,n06359657::portal site,n03603594::junk"	::0::1::0::1::1::1::1::0::0::1	::1::0::1::1::1::1::1::1::1::0
35GMH2SV3EHLZPISI14RQTLUGX9OEY	A2C57JVPIOH7F2	"n04370048::sweater,n03603594::junk,n06359657::portal site,n02909053::bubble,n04405540::television equipment,n02912065::buffet,n04463679::track,n03186818::dial,n03849814::opera,n03487886::hand pump"	::1::0::0::1::1::1::0::1::0::1	::1::0::1::1::0::1::1::1::1::1
31Q0U3WYDPFFUIWHPRSA8NG51ZV172	A2LKQQ3GNDQ017	"n03603594::junk,n04370048::sweater,n04405540::television equipment,n02912065::buffet,n03186818::dial,n06359657::portal site,n03487886::hand pump,n03849814::opera,n04463679::track,n02909053::bubble"	::0::1::1::1::1::0::1::0::0::0	::0::1::0::1::0::1::1::0::1::1
37Q970SNZE81DGG9DUQL3EC1ODC1ST	A347XXV5JH19PB	"n02912065::buffet,n06359657::portal site,n03487886::hand pump,n04405540::television equipment,n04463679::track,n03849814::opera,n04370048::sweater,n03603594::junk,n03186818::dial,n02909053::bubble"	::1::0::1::1::0::0::1::0::1::0	::1::1::1::0::1::1::1::1::1::1
3I3WADAZ9Q4L36PZ70BOMZFH3495OD	A2C57JVPIOH7F2	"n03987266::portrait camera,n03685640::lodge,n03252422::dry point,n02858304::boat,n03259505::dwelling,n03546340::housing,n03541696::hostel,n02691156::airplane,n03478756::hall,n03316406::factory"	::1::0::0::1::0::0::0::0::0::0	::1::1::1::1::1::0::1::1::1::1
3ZPBJO59KP16F2I5ITYH02684ZUHDA	A2LKQQ3GNDQ017	"n03685640::lodge,n03987266::portrait camera,n03252422::dry point,n03546340::housing,n02858304::boat,n03259505::dwelling,n02691156::airplane,n03478756::hall,n03316406::factory,n03541696::hostel"	::0::1::0::0::0::0::0::0::0::0	::1::1::0::0::1::0::1::1::1::1
3IHR8NYAM71LSNX08V5T67ETDDH4PV	A2OXXHGAM7B0Y	"n03987266::portrait camera,n02691156::airplane,n03478756::hall,n02858304::boat,n03259505::dwelling,n03546340::housing,n03252422::dry point,n03685640::lodge,n03541696::hostel,n03316406::factory"	::1::0::0::0::0::0::0::0::0::0	::1::1::1::1::1::0::1::1::1::1
3U088ZLJVKTUD8C01GWMMYWCPY5W03	A347XXV5JH19PB	"n03541696::hostel,n02858304::boat,n03316406::factory,n02691156::airplane,n03685640::lodge,n03987266::portrait camera,n03252422::dry point,n03546340::housing,n03259505::dwelling,n03478756::hall"	::0::0::0::0::0::1::0::0::0::0	::1::1::1::1::1::1::1::0::1::1
3X65QVEQI0NYW6VH9II48OHX0GYLCS	A2SPF0XH4LNRK1	"n02858304::boat,n03478756::hall,n02691156::airplane,n03252422::dry point,n03546340::housing,n03987266::portrait camera,n03685640::lodge,n03316406::factory,n03541696::hostel,n03259505::dwelling"	::1::0::0::0::0::1::0::0::0::0	::1::1::1::1::1::1::1::1::1::1
3KKG4CDWKIY000HTR69WKHEE89X49Y	A2OXXHGAM7B0Y	"n04547592::wall,n04200000::shoe,n02804123::bass guitar,n02726305::apartment,n03789946::motor,n04131208::salon,n04330267::stove,n06278338::cable television,n04483073::trigger,n02777927::balcony"	::0::1::1::0::0::0::1::1::0::0	::1::1::1::1::1::1::1::1::1::1
37TRT2X24QR9RBFBSXAWHPYNE6SJBG	AWY5WM7BEBZD8	"n02777927::balcony,n06278338::cable television,n04200000::shoe,n03789946::motor,n04547592::wall,n04330267::stove,n04483073::trigger,n02726305::apartment,n04131208::salon,n02804123::bass guitar"	::0::0::1::1::0::1::0::0::0::1	::1::1::1::1::1::1::1::1::1::1
31Q0U3WYDPFFUIWHPRSA8NG51Z1178	A2GZN7DE7UKJRU	"n04483073::trigger,n04200000::shoe,n02777927::balcony,n02804123::bass guitar,n03789946::motor,n04330267::stove,n04131208::salon,n06278338::cable television,n04547592::wall,n02726305::apartment"	::0::1::0::1::0::1::0::0::0::0	::1::1::1::1::1::1::1::1::1::1
3PDJHANYK5G7UT3Q86Q3UWWGNDEH6P	A2MQ6VUSKCQ9FH	"n06278338::cable television,n02726305::apartment,n02804123::bass guitar,n04330267::stove,n04483073::trigger,n02777927::balcony,n03789946::motor,n04547592::wall,n04131208::salon,n04200000::shoe"	::0::0::1::1::1::0::1::0::0::1	::0::1::1::1::1::1::1::1::1::1
3X1FV8S5JXRE9NNGP8GTLO0EP6TGVH	A347XXV5JH19PB	"n02804123::bass guitar,n02777927::balcony,n02726305::apartment,n03789946::motor,n04483073::trigger,n04200000::shoe,n06278338::cable television,n04131208::salon,n04547592::wall,n04330267::stove"	::1::0::0::1::0::1::0::0::0::1	::1::1::1::1::1::0::1::1::1::1
3HWRJOOET520XHALPIL0AYVVDM8SEV	A10805127APU0J	"n03336839::file,n03478907::hall,n03711044::mail train,n02969010::carriage,n03528901::home plate,n02796623::barrier,n03273740::electric range,n06359467::chat room,n03641947::lap,n03797390::mug"	::1::0::0::1::0::1::1::0::0::1	::1::0::1::1::1::0::1::1::1::1
35K3O9HUABDRTC5ZJYL13ZCGOWNFE8	A2GZN7DE7UKJRU	"n03336839::file,n02969010::carriage,n03641947::lap,n03273740::electric range,n03478907::hall,n03711044::mail train,n03797390::mug,n02796623::barrier,n06359467::chat room,n03528901::home plate"	::1::0::0::1::0::0::1::0::0::1	::1::1::1::1::1::1::1::1::1::1
3QILPRALQ5VM838P4JIEJUP3FKD8NB	A347XXV5JH19PB	"n03641947::lap,n03273740::electric range,n06359467::chat room,n03711044::mail train,n03478907::hall,n02969010::carriage,n03528901::home plate,n03336839::file,n02796623::barrier,n03797390::mug"	::0::1::0::0::0::0::0::1::0::1	::1::1::1::1::1::1::1::1::1::1
3M0BCWMB8VWVXVFAZWTB6FSVG21WBO	A2SPF0XH4LNRK1	"n03797390::mug,n03528901::home plate,n03478907::hall,n03641947::lap,n03711044::mail train,n02969010::carriage,n03336839::file,n03273740::electric range,n02796623::barrier,n06359467::chat room"	::1::1::0::0::0::1::1::1::1::0	::1::1::1::1::1::1::1::1::1::1
3ZV9H2YQQD7QU0BXK3E5OWUJSAPW3Y	A2OXXHGAM7B0Y	"n03797390::mug,n06359467::chat room,n03528901::home plate,n02969010::carriage,n02796623::barrier,n03641947::lap,n03478907::hall,n03273740::electric range,n03711044::mail train,n03336839::file"	::1::0::1::1::0::0::0::1::0::1	::1::1::1::1::1::1::1::1::1::1
351SEKWQS0HS7GJG9QEUS7E4LLYDMK	A2LKQQ3GNDQ017	"n02963302::card index,n04127904::sail,n03284308::empty,n03773035::mirror,n03584254::ipod,n02775813::bailey,n06267564::daily,n03699975::machine,n03123666::cover plate,n03868406::oxford"	::0::0::0::1::1::0::0::1::1::1	::0::0::0::1::1::0::0::1::1::1
3RGU30DZTA85A2J8JM05V59HQ5XMJ9	A2SPF0XH4LNRK1	"n03773035::mirror,n03868406::oxford,n04127904::sail,n03123666::cover plate,n06267564::daily,n03584254::ipod,n02775813::bailey,n03284308::empty,n02963302::card index,n03699975::machine"	::1::1::1::1::0::1::0::0::1::1	::1::0::1::1::0::1::1::1::1::1
3EO896NRAWV9NX9SSJ1HHJ49KDUJT8	A2MQ6VUSKCQ9FH	"n03284308::empty,n02963302::card index,n03123666::cover plate,n04127904::sail,n03584254::ipod,n02775813::bailey,n03868406::oxford,n06267564::daily,n03699975::machine,n03773035::mirror"	::0::0::1::0::1::0::1::0::0::1	::0::1::1::1::1::1::1::0::1::1
3WS1NTTKEYCS2MQ5BRMMIAACUVGF0P	A2BA9Y6VGW6WS1	"n03284308::empty,n02775813::bailey,n03868406::oxford,n03699975::machine,n06267564::daily,n03123666::cover plate,n02963302::card index,n03584254::ipod,n03773035::mirror,n04127904::sail"	::0::0::1::1::0::1::0::1::1::1	::1::1::0::1::0::1::0::1::1::1
36PW28KO4ZWWXLOR8IZ9PY1PRGDAET	A2OXXHGAM7B0Y	"n03699975::machine,n02963302::card index,n03868406::oxford,n03773035::mirror,n06267564::daily,n04127904::sail,n03123666::cover plate,n03584254::ipod,n03284308::empty,n02775813::bailey"	::0::1::1::1::1::1::1::1::1::0	::1::1::1::1::1::1::1::1::1::1
3DYGAII7PL8SHSKY6SC69AFY95PQPP	A3MMAPU4BLGGH7	"n04568557::web,n02697221::a-line,n04396808::tea bag,n03878066::palace,n03142679::crystal,n04038727::rack,n04307419::stay,n03956785::planner,n02800497::basement,n04568713::web"	::0::1::1::0::1::1::0::1::0::0	::1::1::1::1::1::1::0::1::1::1
3DBQWDE4Y6Y3LLPN6LBB7AFCDU1N5D	AWY5WM7BEBZD8	"n04396808::tea bag,n03142679::crystal,n04038727::rack,n04568713::web,n03878066::palace,n02800497::basement,n04307419::stay,n03956785::planner,n02697221::a-line,n04568557::web"	::1::1::1::1::0::0::0::1::1::0	::1::0::1::0::1::1::0::1::0::0
3PEIJLRY6TT2AYIB4SLTVCJNZ5FXWO	A757KD6CSFAKF	"n04307419::stay,n04396808::tea bag,n04568713::web,n04568557::web,n02800497::basement,n03956785::planner,n03878066::palace,n02697221::a-line,n04038727::rack,n03142679::crystal"	::0::1::1::0::0::1::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
3I0BTBYZAXLY2D70GHEA7VHS06V0YW	A27O2IILV3S5YS	"n04307419::stay,n03142679::crystal,n02800497::basement,n04396808::tea bag,n03878066::palace,n03956785::planner,n04568557::web,n04038727::rack,n04568713::web,n02697221::a-line"	::0::1::0::1::0::1::0::1::0::0	::0::0::1::1::0::1::1::1::0::0
3AUQQEL7U5THYJCVB6RQ0WDYIP20VW	A2OXXHGAM7B0Y	"n04568557::web,n04396808::tea bag,n04568713::web,n04307419::stay,n02697221::a-line,n04038727::rack,n03878066::palace,n02800497::basement,n03956785::planner,n03142679::crystal"	::0::1::1::0::1::1::0::0::1::1	::1::1::1::1::1::1::1::1::1::1
33C7UALJVLYJUW10ZWKGMNC0CJY81T	AQORJW4W8U9YU	"n03374838::fob,n04085017::reverse,n04192238::shelter,n04125021::safe,n04064401::record player,n03427296::gate,n06274292::toll call,n03994008::powder,n03725035::mask,n03120778::court"	::0::0::0::1::1::0::0::0::1::0	::1::1::1::1::1::1::1::1::1::1
3G0WWMR1UVKSE78LQDZE5LA39QSNQU	AWY5WM7BEBZD8	"n04125021::safe,n03374838::fob,n04085017::reverse,n03120778::court,n03994008::powder,n06274292::toll call,n04064401::record player,n03725035::mask,n03427296::gate,n04192238::shelter"	::1::1::0::0::1::0::1::1::1::0	::1::1::0::1::0::0::1::1::1::1
3EQHHY4HQSSXBT81JHYGHQ6FCIR5GZ	A347XXV5JH19PB	"n04064401::record player,n04192238::shelter,n03427296::gate,n04125021::safe,n04085017::reverse,n03994008::powder,n03725035::mask,n06274292::toll call,n03374838::fob,n03120778::court"	::1::0::0::1::1::1::1::0::1::0	::1::1::1::1::1::1::1::1::1::1
37M28K1J0QD481AJMJA0MEEHWO8AJD	A2OXXHGAM7B0Y	"n04192238::shelter,n04064401::record player,n03374838::fob,n03120778::court,n03427296::gate,n03725035::mask,n03994008::powder,n06274292::toll call,n04125021::safe,n04085017::reverse"	::0::1::1::0::1::1::1::0::1::1	::1::1::1::1::1::1::0::1::1::1
3U8YCDAGXPGPTBGEP7XGU9EQ1XQ0Q5	A2SPF0XH4LNRK1	"n04064401::record player,n03374838::fob,n06274292::toll call,n03994008::powder,n03725035::mask,n04085017::reverse,n04192238::shelter,n03427296::gate,n03120778::court,n04125021::safe"	::1::1::0::1::1::1::1::1::0::1	::1::1::1::0::1::1::1::1::1::1
3C44YUNSI1PYSJGT166M9B8ZQQZPDI	A757KD6CSFAKF	"n03484487::hand cream,n02761696::automobile factory,n03501520::head,n03705379::magnet,n03440216::global positioning system,n02899439::bridge,n02973017::cartridge holder,n06273743::call waiting,n03699975::machine,n03089753::conference center"	::1::0::1::1::1::1::1::1::0::0	::1::1::1::1::1::1::1::1::1::1
3QAVNHZ3EM4A3RYJP4MD2TR90D9LAM	A2OXXHGAM7B0Y	"n03089753::conference center,n03705379::magnet,n03501520::head,n02761696::automobile factory,n02899439::bridge,n03440216::global positioning system,n02973017::cartridge holder,n06273743::call waiting,n03699975::machine,n03484487::hand cream"	::0::1::1::0::0::1::1::0::1::1	::1::1::1::1::1::1::1::1::1::1
3ITXP059PWJ88XWD3JWR7E8NIUDSJP	AWY5WM7BEBZD8	"n06273743::call waiting,n02899439::bridge,n03705379::magnet,n02761696::automobile factory,n02973017::cartridge holder,n03501520::head,n03089753::conference center,n03484487::hand cream,n03699975::machine,n03440216::global positioning system"	::0::0::1::0::0::0::0::1::0::1	::0::1::1::0::1::0::1::1::0::1
3D3VGR7TA0FLM4UBL94Z1XM20V93R1	A2UHEMRALXKUCF	"n02761696::automobile factory,n02899439::bridge,n03501520::head,n03705379::magnet,n02973017::cartridge holder,n03484487::hand cream,n03089753::conference center,n06273743::call waiting,n03699975::machine,n03440216::global positioning system"	::0::1::1::1::0::0::0::0::1::1	::1::1::1::1::1::0::1::0::1::1
3TMSXRD2X60UKXXIXZ0M03FMUQ9W14	A2SPF0XH4LNRK1	"n06273743::call waiting,n03705379::magnet,n02899439::bridge,n03501520::head,n03699975::machine,n03484487::hand cream,n03089753::conference center,n02973017::cartridge holder,n02761696::automobile factory,n03440216::global positioning system"	::0::1::1::1::1::1::0::1::0::1	::1::1::1::1::1::1::1::1::1::1
3HOSI13XHZOP3MD3WXFR9HRAC7XDDT	A2OMY4DX7JQVU0	"n02942699::camera,n04000311::press,n04285146::sports equipment,n02831335::berlin,n03543511::hot spot,n04095210::river boat,n03085781::computer store,n03091223::connecting room,n02956699::capitol,n04447156::toilet kit"	::1::0::1::0::0::0::0::0::0::1	::1::1::0::0::0::1::0::0::1::0
36DSNE9QZ5YTA54KW2FIN9YML52JOB	A10805127APU0J	"n02831335::berlin,n04447156::toilet kit,n04285146::sports equipment,n02942699::camera,n04095210::river boat,n02956699::capitol,n03543511::hot spot,n03085781::computer store,n04000311::press,n03091223::connecting room"	::0::1::1::1::0::0::0::0::0::0	::0::1::1::1::1::1::0::1::0::1
3Z7EFSHGN9ETW0C6N1LSJICK7PZCXW	AQORJW4W8U9YU	"n04447156::toilet kit,n04000311::press,n03091223::connecting room,n02831335::berlin,n04285146::sports equipment,n02942699::camera,n03085781::computer store,n03543511::hot spot,n02956699::capitol,n04095210::river boat"	::1::0::0::0::1::0::0::0::0::0	::1::1::1::1::1::1::1::1::1::1
3XXU1SWE8MVX6V9X0B0U49ZLXFW0AQ	A2OXXHGAM7B0Y	"n03091223::connecting room,n03543511::hot spot,n02942699::camera,n04095210::river boat,n03085781::computer store,n02956699::capitol,n04000311::press,n04447156::toilet kit,n04285146::sports equipment,n02831335::berlin"	::0::0::1::0::0::0::0::1::1::0	::1::1::1::1::1::1::1::1::0::1
3NXNZ5RS1AXXJNZCT473NTYOZBN79L	A2LKQQ3GNDQ017	"n04447156::toilet kit,n03085781::computer store,n04285146::sports equipment,n03543511::hot spot,n04000311::press,n02831335::berlin,n04095210::river boat,n02956699::capitol,n02942699::camera,n03091223::connecting room"	::1::0::1::0::1::0::0::0::1::0	::1::1::0::1::1::0::1::0::1::1
3OS4RQUCR9FTM9TF97JB2R6VLZ2FB0	A1OKGXKTU02BPE	"n03727465::master bedroom,n04000716::press gallery,n02813399::bay window,n03085333::computer network,n02945161::camp,n04446276::toilet,n03844550::oil pump,n04003856::print,n03832673::notebook,n03503097::header"	::0::0::0::0::0::0::1::1::1::0	::1::1::1::1::1::1::1::1::1::0
3GS6S824SQXXY4472MYKXASPXRAWN8	A2OXXHGAM7B0Y	"n03085333::computer network,n02945161::camp,n04446276::toilet,n03844550::oil pump,n03727465::master bedroom,n04000716::press gallery,n03503097::header,n04003856::print,n02813399::bay window,n03832673::notebook"	::0::0::1::0::0::0::1::1::0::0	::0::1::1::1::1::1::1::1::1::1
34HJIJKLP5WYX7UWU7ESCZ3BZ1E4VC	A2BA9Y6VGW6WS1	"n04446276::toilet,n02813399::bay window,n03085333::computer network,n04000716::press gallery,n03727465::master bedroom,n03844550::oil pump,n02945161::camp,n04003856::print,n03503097::header,n03832673::notebook"	::1::1::0::0::0::0::0::0::0::1	::1::1::1::0::1::1::1::1::1::1
3LO69W1SU3DBDIBMB4ENYF2CY8OLG0	AUYFQG42DD51J	"n03503097::header,n03085333::computer network,n03727465::master bedroom,n02945161::camp,n04003856::print,n04000716::press gallery,n02813399::bay window,n03832673::notebook,n03844550::oil pump,n04446276::toilet"	::1::0::0::0::1::0::1::1::0::1	::0::0::1::0::0::0::1::1::1::1
3T3IWE1XG6NQ9KD5N9LQEKGVY8JQT3	A347XXV5JH19PB	"n04000716::press gallery,n03844550::oil pump,n04003856::print,n03727465::master bedroom,n02813399::bay window,n03503097::header,n03085333::computer network,n02945161::camp,n04446276::toilet,n03832673::notebook"	::0::0::0::0::0::0::0::0::0::1	::1::1::0::1::1::1::1::1::1::1
34X6J5FLPTYWVHH0BF7MCETM06KQJQ	A2AJWXDQP805QJ	"n03250279::drumhead,n03545150::house,n02708093::analog clock,n03253071::duck,n04588739::window,n04540053::volleyball,n04401680::telephone booth,n04520382::van,n02912065::buffet,n04209509::shower room"	::1::0::1::1::0::1::0::0::1::1	::1::1::1::1::1::1::1::1::1::1
3FTOP5WARFO87OC1UHD7X824N2M0J2	A36LOA6VLJU157	"n04588739::window,n02912065::buffet,n04209509::shower room,n04520382::van,n02708093::analog clock,n03253071::duck,n04540053::volleyball,n03545150::house,n04401680::telephone booth,n03250279::drumhead"	::0::1::1::0::1::0::1::0::1::1	::1::1::1::1::1::1::1::1::1::1
326O153BMIYUVSR3SSQBFZ9VCJ5DET	AWY5WM7BEBZD8	"n02912065::buffet,n04540053::volleyball,n03250279::drumhead,n04520382::van,n04401680::telephone booth,n03253071::duck,n02708093::analog clock,n04588739::window,n03545150::house,n04209509::shower room"	::1::1::1::0::0::0::1::0::0::0	::1::0::1::1::1::0::1::1::1::1
354P56DE9K3FO2VB2A7U4O3ERZBS7G	A2OXXHGAM7B0Y	"n02912065::buffet,n03545150::house,n03250279::drumhead,n04401680::telephone booth,n04540053::volleyball,n02708093::analog clock,n03253071::duck,n04520382::van,n04209509::shower room,n04588739::window"	::1::0::1::0::1::1::1::0::0::0	::1::1::1::1::1::1::1::1::1::1
